ID,Name,Type,X,Y,Width,Height,Section Link,Direct Link
2:3744,"Cell",frame,13607.85546875,6220.2001953125,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3744","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3744&mode=design"
2:3745,"Ellipse 687",ellipse,13670.712890625,6233.900390625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3745","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3745&mode=design"
2:3746,"Cell",frame,13763.5703125,6220.2001953125,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3746","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3746&mode=design"
2:3747,"Ellipse 687",ellipse,13826.427734375,6233.900390625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3747","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3747&mode=design"
2:3748,"Cell",frame,13919.28515625,6220.2001953125,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3748","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3748&mode=design"
2:3749,"Ellipse 687",ellipse,13982.142578125,6233.900390625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3749","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3749&mode=design"
2:3750,".Row",frame,12985,6277.60009765625,1090,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3750","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3750&mode=design"
2:3751,"Cell",frame,12985,6277.60009765625,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3751","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3751&mode=design"
2:3752,"Content",frame,12985,6277.60009765625,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3752","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3752&mode=design"
2:3753,"바이럴 광고",text,13004.85546875,6295.30029296875,87,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3753","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3753&mode=design"
2:3754,"Icon",instance,13096.85546875,6294.30029296875,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3754","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3754&mode=design"
I2:3754;5:1787,"Vector",vector,13098.85546875,6296.30029296875,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3754;5:1787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3754;5:1787&mode=design"
I2:3754;5:1788,"Vector",vector,13105.9453125,6301.2958984375,5.830003261566162,6.0044755935668945,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3754;5:1788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3754;5:1788&mode=design"
I2:3754;5:1789,"Vector 2",vector,13108.85546875,6310.30029296875,0,0.5,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3754;5:1789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3754;5:1789&mode=design"
2:3755,"Cell",frame,13140.7099609375,6277.60009765625,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3755","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3755&mode=design"
2:3756,"Group 277",group,13203.5673828125,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3756","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3756&mode=design"
2:3757,"Ellipse 685",ellipse,13203.5673828125,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3757","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3757&mode=design"
2:3758,"Ellipse 691",ellipse,13210.5673828125,6298.30029296875,16,16,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3758","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3758&mode=design"
2:3759,"Cell",frame,13296.4248046875,6277.60009765625,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3759","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3759&mode=design"
2:3760,"Ellipse 687",ellipse,13359.2822265625,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3760","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3760&mode=design"
2:3761,"Cell",frame,13452.1396484375,6277.60009765625,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3761","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3761&mode=design"
2:3762,"Ellipse 687",ellipse,13514.9970703125,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3762","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3762&mode=design"
2:3763,"Cell",frame,13607.85546875,6277.60009765625,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3763","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3763&mode=design"
2:3764,"Ellipse 687",ellipse,13670.712890625,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3764","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3764&mode=design"
2:3765,"Cell",frame,13763.5703125,6277.60009765625,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3765","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3765&mode=design"
2:3766,"Ellipse 687",ellipse,13826.427734375,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3766","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3766&mode=design"
2:3767,"Cell",frame,13919.28515625,6277.60009765625,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3767","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3767&mode=design"
2:3768,"Ellipse 687",ellipse,13982.142578125,6291.30029296875,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3768","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3768&mode=design"
2:3769,".Row",frame,12985,6335,1090,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3769","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3769&mode=design"
2:3770,"Cell",frame,12985,6335,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3770","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3770&mode=design"
2:3771,"Content",frame,12985,6335,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3771","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3771&mode=design"
2:3772,"홈페이지",text,13014.85546875,6352.7001953125,67,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3772","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3772&mode=design"
2:3773,"Icon",instance,13086.85546875,6351.7001953125,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3773","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3773&mode=design"
I2:3773;5:1787,"Vector",vector,13088.85546875,6353.7001953125,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3773;5:1787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3773;5:1787&mode=design"
I2:3773;5:1788,"Vector",vector,13095.9453125,6358.69580078125,5.830003261566162,6.0044755935668945,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3773;5:1788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3773;5:1788&mode=design"
I2:3773;5:1789,"Vector 2",vector,13098.85546875,6367.7001953125,0,0.5,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3773;5:1789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3773;5:1789&mode=design"
2:3774,"Cell",frame,13140.7099609375,6335,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3774","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3774&mode=design"
2:3775,"Group 277",group,13203.5673828125,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3775","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3775&mode=design"
2:3776,"Ellipse 685",ellipse,13203.5673828125,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3776","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3776&mode=design"
2:3777,"Ellipse 691",ellipse,13210.5673828125,6355.7001953125,16,16,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3777","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3777&mode=design"
2:3778,"Cell",frame,13296.4248046875,6335,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3778","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3778&mode=design"
2:3779,"Ellipse 687",ellipse,13359.2822265625,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3779","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3779&mode=design"
2:3780,"Cell",frame,13452.1396484375,6335,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3780","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3780&mode=design"
2:3781,"Ellipse 687",ellipse,13514.9970703125,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3781","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3781&mode=design"
2:3782,"Cell",frame,13607.85546875,6335,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3782","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3782&mode=design"
2:3783,"Ellipse 687",ellipse,13670.712890625,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3783","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3783&mode=design"
2:3784,"Cell",frame,13763.5703125,6335,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3784","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3784&mode=design"
2:3785,"Ellipse 687",ellipse,13826.427734375,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3785","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3785&mode=design"
2:3786,"Cell",frame,13919.28515625,6335,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3786","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3786&mode=design"
2:3787,"Ellipse 687",ellipse,13982.142578125,6348.7001953125,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3787&mode=design"
2:3788,".Row",frame,12985,6392.39990234375,1090,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3788&mode=design"
2:3789,"Cell",frame,12985,6392.39990234375,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3789&mode=design"
2:3790,"Content",frame,12985,6392.39990234375,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3790","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3790&mode=design"
2:3791,"SNS",text,13030.35546875,6410.10009765625,36,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3791","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3791&mode=design"
2:3792,"Icon",instance,13071.35546875,6409.10009765625,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3792","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3792&mode=design"
I2:3792;5:1787,"Vector",vector,13073.35546875,6411.10009765625,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3792;5:1787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3792;5:1787&mode=design"
I2:3792;5:1788,"Vector",vector,13080.4453125,6416.095703125,5.830003261566162,6.0044755935668945,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3792;5:1788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3792;5:1788&mode=design"
I2:3792;5:1789,"Vector 2",vector,13083.35546875,6425.10009765625,0,0.5,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3792;5:1789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3792;5:1789&mode=design"
2:3793,"Cell",frame,13140.7099609375,6392.39990234375,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3793","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3793&mode=design"
2:3794,"Group 277",group,13203.5673828125,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3794","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3794&mode=design"
2:3795,"Ellipse 685",ellipse,13203.5673828125,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3795","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3795&mode=design"
2:3796,"Ellipse 691",ellipse,13210.5673828125,6413.10009765625,16,16,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3796","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3796&mode=design"
2:3797,"Cell",frame,13296.4248046875,6392.39990234375,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3797","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3797&mode=design"
2:3798,"Ellipse 687",ellipse,13359.2822265625,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3798","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3798&mode=design"
2:3799,"Cell",frame,13452.1396484375,6392.39990234375,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3799","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3799&mode=design"
2:3800,"Ellipse 687",ellipse,13514.9970703125,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3800","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3800&mode=design"
2:3801,"Cell",frame,13607.85546875,6392.39990234375,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3801","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3801&mode=design"
2:3802,"Ellipse 687",ellipse,13670.712890625,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3802","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3802&mode=design"
2:3803,"Cell",frame,13763.5703125,6392.39990234375,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3803","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3803&mode=design"
2:3804,"Ellipse 687",ellipse,13826.427734375,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3804","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3804&mode=design"
2:3805,"Cell",frame,13919.28515625,6392.39990234375,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3805","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3805&mode=design"
2:3806,"Ellipse 687",ellipse,13982.142578125,6406.10009765625,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3806","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3806&mode=design"
2:3807,".Row",frame,12985,6449.7998046875,1090,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3807","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3807&mode=design"
2:3808,"Cell",frame,12985,6449.7998046875,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3808","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3808&mode=design"
2:3809,"Content",frame,12985,6449.7998046875,155.7100067138672,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3809","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3809&mode=design"
2:3810,"CRM",text,13028.85546875,6467.5,39,22,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3810","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3810&mode=design"
2:3811,"Icon",instance,13072.85546875,6466.5,24,24,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3811","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3811&mode=design"
I2:3811;5:1787,"Vector",vector,13074.85546875,6468.5,20,20,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3811;5:1787","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3811;5:1787&mode=design"
I2:3811;5:1788,"Vector",vector,13081.9453125,6473.49560546875,5.830003261566162,6.0044755935668945,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3811;5:1788","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3811;5:1788&mode=design"
I2:3811;5:1789,"Vector 2",vector,13084.85546875,6482.5,0,0.5,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3811;5:1789","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3811;5:1789&mode=design"
2:3812,"Cell",frame,13140.7099609375,6449.7998046875,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3812","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3812&mode=design"
2:3813,"Group 277",group,13203.5673828125,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3813","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3813&mode=design"
2:3814,"Ellipse 685",ellipse,13203.5673828125,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3814","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3814&mode=design"
2:3815,"Ellipse 691",ellipse,13210.5673828125,6470.5,16,16,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3815","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3815&mode=design"
2:3816,"Cell",frame,13296.4248046875,6449.7998046875,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3816","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3816&mode=design"
2:3817,"Ellipse 687",ellipse,13359.2822265625,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3817","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3817&mode=design"
2:3818,"Cell",frame,13452.1396484375,6449.7998046875,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3818","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3818&mode=design"
2:3819,"Ellipse 687",ellipse,13514.9970703125,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3819","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3819&mode=design"
2:3820,"Cell",frame,13607.85546875,6449.7998046875,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3820","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3820&mode=design"
2:3821,"Ellipse 687",ellipse,13670.712890625,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3821","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3821&mode=design"
2:3822,"Cell",frame,13763.5703125,6449.7998046875,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3822","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3822&mode=design"
2:3823,"Ellipse 687",ellipse,13826.427734375,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3823","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3823&mode=design"
2:3824,"Cell",frame,13919.28515625,6449.7998046875,155.71499633789062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3824","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3824&mode=design"
2:3825,"Ellipse 687",ellipse,13982.142578125,6463.5,30,30,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3825","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3825&mode=design"
2:3826,"Frame 287",frame,12955,6557.2001953125,1150,154.8000030517578,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3826","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3826&mode=design"
2:3827,"Table",instance,12985,6577.2001953125,1090,114.80000305175781,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3827","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=2%3A3827&mode=design"
I2:3827;56:7771,"Table",frame,12985,6577.2001953125,1090,114.80000305175781,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7771","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7771&mode=design"
I2:3827;56:7772,".Row",frame,12985,6577.2001953125,1090,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7772","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7772&mode=design"
I2:3827;56:7773,"Cell",frame,12985,6577.2001953125,181.6666717529297,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7773","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7773&mode=design"
I2:3827;56:7774,"Content",frame,12985,6577.2001953125,181.6666717529297,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7774","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7774&mode=design"
I2:3827;56:7775,"-",text,13037.8330078125,6592.400390625,76,27,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7775","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7775&mode=design"
I2:3827;56:7776,"Cell",frame,13166.6669921875,6577.2001953125,181.66665649414062,57.400001525878906,"https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7776","https://www.figma.com/design/aAlM1pXOIlBOHPL0yelXUb?node-id=I2%3A3827;56:7776&mode=design"
